lake,site,date,time,totaldepth,secchi,distoutlet,depth,temp,spcond,do,ph,turb,daylighthours,depthbelow4
TAL,62,20150528,8:54,2.3,38.4,4196,2,22.5,433.6,8.1,8.2,8.7,2.8,
TAL,63,20150528,9:05,3.3,38.4,4286,0,22.5,433.4,8.1,8.2,6.9,3.0,
TAL,63,20150528,9:05,3.3,38.4,4286,1,22.4,435.2,7.9,8.1,6.4,3.0,
TAL,63,20150528,9:05,3.3,38.4,4286,2,22.2,437.9,7.7,8.1,6.1,3.0,
TAL,63,20150528,9:05,3.3,38.4,4286,3,20.7,441.9,5.4,7.7,8.1,3.0,
TAL,64,20150527,13:13,7.8,49.2,556,0,22.6,554.1,8.7,8.5,3.1,7.2,
TAL,64,20150527,13:13,7.8,49.2,556,1,22.6,554.0,8.7,8.5,3.5,7.2,
TAL,64,20150527,13:13,7.8,49.2,556,2,21.9,553.8,8.6,8.5,3.4,7.2,
TAL,64,20150527,13:13,7.8,49.2,556,3,21.3,552.7,8.4,8.5,3.7,7.2,
TAL,64,20150527,13:13,7.8,49.2,556,4,16.9,531.7,7.3,8.3,4.2,7.2,
TAL,64,20150527,13:13,7.8,49.2,556,5,14.9,537.5,3.4,7.6,5.8,7.2,5
TAL,64,20150527,13:13,7.8,49.2,556,6,12.9,534.7,1.1,7.3,4.3,7.2,
TAL,64,20150527,13:13,7.8,49.2,556,7,11.9,545.7,0.0,7.4,3.2,7.2,
TAL,65,20150528,10:24,4.7,46.8,7355,0,22.3,611.9,8.8,8.5,3.7,4.3,
TAL,65,20150528,10:24,4.7,46.8,7355,1,22.2,605.8,8.6,8.5,4.1,4.3,
TAL,65,20150528,10:24,4.7,46.8,7355,2,21.8,592.2,8.1,8.4,5.5,4.3,
TAL,65,20150528,10:24,4.7,46.8,7355,3,20.9,609.5,7.4,8.2,4.9,4.3,
TAL,65,20150528,10:24,4.7,46.8,7355,4,17.9,572.0,4.2,7.8,7.2,4.3,
TAL,66,20150527,17:35,6.0,48.0,2355.0,0,22.8,560.0,8.9,8.6,3.2,11.5,
TAL,66,20150527,17:35,6.0,48.0,2355.0,1,22.8,560.2,8.9,8.6,3.9,11.5,
TAL,66,20150527,17:35,6.0,48.0,2355.0,2,22.8,560.0,8.9,8.6,3.4,11.5,
TAL,66,20150527,17:35,6.0,48.0,2355.0,3,22.6,559.6,8.9,8.6,3.4,11.5,
TAL,66,20150527,17:35,6.0,48.0,2355.0,4,16.6,546.0,5.5,7.9,5.5,11.5,
TAL,66,20150527,17:35,6.0,48.0,2355.0,5,15.0,530.4,1.2,7.4,9.2,11.5,5
TAL,66,20150527,17:35,6.0,48.0,2355.0,6,13.2,545.5,0.0,7.4,8.7,11.5,
TAL,67,20150527,17:09,6.4,42.0,3301,0,22.9,557.7,8.9,8.6,3.4,11.1,
TAL,67,20150527,17:09,6.4,42.0,3301,1,22.9,557.6,8.9,8.6,3.4,11.1,
TAL,67,20150527,17:09,6.4,42.0,3301,2,22.7,557.7,8.9,8.6,3.6,11.1,
TAL,67,20150527,17:09,6.4,42.0,3301,3,18.7,543.2,8.6,8.6,3.9,11.1,
TAL,67,20150527,17:09,6.4,42.0,3301,4,16.8,544.6,5.6,7.9,4.8,11.1,
TAL,67,20150527,17:09,6.4,42.0,3301,5,15.0,543.1,2.3,7.5,6.2,11.1,5
TAL,67,20150527,17:09,6.4,42.0,3301,6,12.9,545.1,0.0,7.4,8.7,11.1,
TAL,68,20150527,15:20,7.4,48.0,1492,0,23.2,543.0,8.7,8.5,3.6,9.3,
TAL,68,20150527,15:20,7.4,48.0,1492,1,23.0,552.9,8.7,8.5,3.5,9.3,
TAL,68,20150527,15:20,7.4,48.0,1492,2,22.6,553.3,8.8,8.5,3.2,9.3,
TAL,68,20150527,15:20,7.4,48.0,1492,3,20.1,548.1,8.4,8.5,5.2,9.3,
TAL,68,20150527,15:20,7.4,48.0,1492,4,16.9,542.7,7.2,8.3,4.8,9.3,
TAL,68,20150527,15:20,7.4,48.0,1492,5,15.3,540.5,5.1,7.8,7.1,9.3,
TAL,68,20150527,15:20,7.4,48.0,1492,6,12.8,541.0,0.2,7.4,4.8,9.3,6
TAL,68,20150527,15:20,7.4,48.0,1492,7,11.7,546.6,0.0,7.4,5.7,9.3,
TAL,69,20150528,10:32,4.5,45.6,7988,0,22.5,614.8,8.7,8.5,3.8,4.5,
TAL,69,20150528,10:32,4.5,45.6,7988,1,22.4,614.5,8.6,8.5,4.1,4.5,
TAL,69,20150528,10:32,4.5,45.6,7988,2,21.9,614.8,7.7,8.3,5.8,4.5,
TAL,69,20150528,10:32,4.5,45.6,7988,3,20.4,605.8,6.7,8.2,5.6,4.5,
TAL,69,20150528,10:32,4.5,45.6,7988,4,17.9,600.0,1.5,7.6,9.2,4.5,4
TAL,70,20150528,10:55,1.9,27.6,9287,0,22.8,553.5,8.0,8.1,9.5,4.9,
TAL,70,20150528,10:55,1.9,27.6,9287,1,22.8,553.2,7.6,8.0,12.3,4.9,
TAL,70,20150528,10:55,1.9,27.6,9287,2,22.5,558.0,6.6,7.9,15.1,4.9,
TAL,71,20150528,9:15,4.0,43.2,3807,0,24.4,436.3,8.4,8.3,4.7,3.2,
TAL,71,20150528,9:15,4.0,43.2,3807,1,22.4,436.8,8.3,8.3,4.9,3.2,
TAL,71,20150528,9:15,4.0,43.2,3807,2,22.3,438.4,8.1,8.2,4.7,3.2,
TAL,71,20150528,9:15,4.0,43.2,3807,3,20.9,443.0,7.1,8.0,6.8,3.2,
TAL,71,20150528,9:15,4.0,43.2,3807,4,16.9,493.3,1.8,7.4,11.7,3.2,4
TAL,72,20150527,12:34,8.1,49.2,374,0,22.7,552.0,8.6,8.5,3.2,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,1,22.4,551.6,8.7,8.5,3.4,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,2,21.9,553.2,8.7,8.5,3.6,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,3,20.8,545.9,8.3,8.4,3.4,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,4,17.2,540.4,7.8,8.4,5.3,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,5,15.3,538.8,4.7,7.7,5.9,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,6,13.4,539.8,2.3,7.4,4.3,6.5,6
TAL,72,20150527,12:34,8.1,49.2,374,7,12.3,539.8,0.0,7.3,3.8,6.5,
TAL,72,20150527,12:34,8.1,49.2,374,8,11.0,549.4,0.0,7.4,3.6,6.5,
TAL,73,20150528,10:11,4.2,51.6,7344,0,22.3,592.8,8.7,8.5,3.8,4.1,
TAL,73,20150528,10:11,4.2,51.6,7344,1,22.2,590.7,8.6,8.5,4.1,4.1,
TAL,73,20150528,10:11,4.2,51.6,7344,2,21.9,584.6,8.2,8.4,5.3,4.1,
TAL,73,20150528,10:11,4.2,51.6,7344,3,21.2,583.0,8.3,8.4,4.2,4.1,
TAL,73,20150528,10:11,4.2,51.6,7344,4,19.2,571.9,5.9,8.0,6.8,4.1,
TAL,74,20150528,11:18,3.2,39.6,9874,0,23.4,638.7,9.3,8.6,4.1,5.2,
TAL,74,20150528,11:18,3.2,39.6,9874,1,23.0,631.6,8.8,8.5,4.7,5.2,
TAL,74,20150528,11:18,3.2,39.6,9874,2,21.2,662.7,7.4,8.2,6.2,5.2,
TAL,74,20150528,11:18,3.2,39.6,9874,3,19.1,649.1,2.1,7.6,8.6,5.2,3
TAL,75,20150528,9:32,3.8,42.0,4051,0,22.0,441.1,7.7,8.1,4.9,3.5,
TAL,75,20150528,9:32,3.8,42.0,4051,1,22.0,442.3,7.7,8.1,5.9,3.5,
TAL,75,20150528,9:32,3.8,42.0,4051,2,21.4,449.3,7.1,8.0,6.2,3.5,
TAL,75,20150528,9:32,3.8,42.0,4051,3,18.4,439.9,4.6,7.6,7.9,3.5,
TAL,75,20150528,9:32,3.8,42.0,4051,4,16.0,424.6,0.7,7.4,17.7,3.5,4
TAL,76,20150527,13:59,7.7,52.8,721,0,23.0,553.3,8.7,8.5,2.9,7.9,
TAL,76,20150527,13:59,7.7,52.8,721,1,22.6,554.3,8.8,8.5,3.3,7.9,
TAL,76,20150527,13:59,7.7,52.8,721,2,22.0,556.8,8.7,8.5,3.5,7.9,
TAL,76,20150527,13:59,7.7,52.8,721,3,21.2,552.4,8.7,8.5,3.2,7.9,
TAL,76,20150527,13:59,7.7,52.8,721,4,16.9,539.3,7.7,8.4,4.5,7.9,
TAL,76,20150527,13:59,7.7,52.8,721,5,15.0,536.4,5.3,7.8,5.8,7.9,
TAL,76,20150527,13:59,7.7,52.8,721,6,13.2,537.4,0.8,7.4,4.5,7.9,6
TAL,76,20150527,13:59,7.7,52.8,721,7,11.8,544.4,0.0,7.4,2.9,7.9,
TAL,77,20150528,12:04,1.8,24.0,14659,0,24.6,912.5,9.4,8.4,8.9,6.0,
TAL,77,20150528,12:04,1.8,24.0,14659,1,24.1,930.9,8.3,8.2,11.8,6.0,
TAL,77,20150528,12:04,1.8,24.0,14659,2,22.6,956.0,2.9,7.6,37.2,6.0,2
TAL,78,20150527,16:45,3.2,40.8,3511,0,23.2,554.6,8.8,8.5,4.0,10.7,
TAL,78,20150527,16:45,3.2,40.8,3511,1,21.4,554.7,9.1,8.6,4.2,10.7,
TAL,78,20150527,16:45,3.2,40.8,3511,2,21.1,551.5,9.1,8.6,4.7,10.7,
TAL,78,20150527,16:45,3.2,40.8,3511,3,19.4,547.2,7.5,8.4,9.0,10.7,
TAL,79,20150527,17:23,5.5,43.2,3236,0,23.0,559.5,8.9,8.6,3.1,11.3,
TAL,79,20150527,17:23,5.5,43.2,3236,1,23.0,559.2,8.9,8.6,3.2,11.3,
TAL,79,20150527,17:23,5.5,43.2,3236,2,23.0,558.6,8.9,8.6,3.4,11.3,
TAL,79,20150527,17:23,5.5,43.2,3236,3,18.8,540.8,8.0,8.4,4.3,11.3,
TAL,79,20150527,17:23,5.5,43.2,3236,4,16.7,534.4,4.9,7.8,5.7,11.3,
TAL,79,20150527,17:23,5.5,43.2,3236,5,14.4,544.5,1.3,7.4,7.2,11.3,5
TAL,80,20150527,13:44,2.6,30.0,2298,0,23.0,456.0,8.6,8.5,7.2,7.7,
TAL,80,20150527,13:44,2.6,30.0,2298,1,22.9,456.4,8.6,8.5,7.6,7.7,
TAL,80,20150527,13:44,2.6,30.0,2298,2,22.5,458.3,8.7,8.5,6.6,7.7,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
